0x00091360: aaa  ; call ebx ; 
0x000d563d: mov eax, 0x00000132 ; call dword [0x00000010] ; 
0x000e7c56: mov eax, 0x00000136 ; call dword [0x00000010] ; 
0x000e7b46: mov eax, 0x00000139 ; call dword [0x00000010] ; 
0x000e7b84: mov eax, 0x00000139 ; call dword [0x00000010] ; 
0x000de159: mov eax, 0x0000013A ; call dword [0x00000010] ; 
0x000e7bec: mov eax, 0x0000013B ; call dword [0x00000010] ; 
0x000e7c1e: mov eax, 0x0000013B ; call dword [0x00000010] ; 
0x000e7cac: mov eax, 0x0000013C ; call dword [0x00000010] ; 
0x000e7cde: mov eax, 0x0000013C ; call dword [0x00000010] ; 
0x000e727a: mov eax, 0x0000013F ; call dword [0x00000010] ; 
0x000dd5e6: mov eax, 0x00000140 ; call dword [0x00000010] ; 
0x000e7d1a: mov eax, 0x00000142 ; call dword [0x00000010] ; 
0x000de2c9: mov eax, 0x00000144 ; call dword [0x00000010] ; 
0x000e7d52: mov eax, 0x00000145 ; call dword [0x00000010] ; 
0x000e7d7a: mov eax, 0x00000146 ; call dword [0x00000010] ; 
0x000e7796: mov eax, 0x00000149 ; call dword [0x00000010] ; 
0x000d633d: mov eax, 0x0000014A ; call dword [0x00000010] ; 
0x000d638a: mov eax, 0x0000014B ; call dword [0x00000010] ; 
0x000e7916: mov eax, 0x0000014C ; call dword [0x00000010] ; 
0x000df335: mov eax, 0x0000014D ; call dword [0x00000010] ; 
0x000df36f: mov eax, 0x0000014D ; call dword [0x00000010] ; 
0x000df495: mov eax, 0x0000014E ; call dword [0x00000010] ; 
0x000df4cf: mov eax, 0x0000014E ; call dword [0x00000010] ; 
0x000e8925: mov eax, 0x00000151 ; call dword [0x00000010] ; 
0x000e895f: mov eax, 0x00000151 ; call dword [0x00000010] ; 
0x000e7daa: mov eax, 0x00000152 ; call dword [0x00000010] ; 
0x000e760c: mov eax, 0x00000153 ; call dword [0x00000010] ; 
0x000e75d2: mov eax, 0x00000154 ; call dword [0x00000010] ; 
0x000e7de7: mov eax, 0x00000155 ; call dword [0x00000010] ; 
0x000e7e27: mov eax, 0x00000156 ; call dword [0x00000010] ; 
0x000e7e53: mov eax, 0x00000156 ; call dword [0x00000010] ; 
0x000e76ea: mov eax, 0x00000157 ; call dword [0x00000010] ; 
0x000dfbc6: mov eax, 0x00000158 ; call dword [0x00000010] ; 
0x000e89c0: mov eax, 0x00000159 ; call dword [0x00000010] ; 
0x000e89f7: mov eax, 0x00000159 ; call dword [0x00000010] ; 
0x000e7e8a: mov eax, 0x0000015A ; call dword [0x00000010] ; 
0x000e7ecc: mov eax, 0x0000015B ; call dword [0x00000010] ; 
0x000e7f0c: mov eax, 0x0000015C ; call dword [0x00000010] ; 
0x001521db: mov eax, 0x45155E93 ; retn 0x591C ; 
0x000e768b: mov eax, 0x65000000 ; call dword [0x00000010] ; 
0x0011a649: mov eax, 0x81000054 ; ret  ; 
0x00112a49: mov eax, 0x810000D0 ; ret  ; 
0x000f3a51: mov eax, 0x810002C0 ; retn 0xE5AB ; 
0x000f3551: mov eax, 0x810002C5 ; retn 0xEAAB ; 
0x000f3251: mov eax, 0x810002C8 ; retn 0xEDAB ; 
0x000eea49: mov eax, 0x81000310 ; ret  ; 
0x000d9d49: mov eax, 0x8100045D ; ret  ; 
0x000d8949: mov eax, 0x81000471 ; ret  ; 
0x000d0249: mov eax, 0x810004F8 ; ret  ; 
0x000a4449: mov eax, 0x810007B6 ; ret  ; 
0x00077551: mov eax, 0x81000A85 ; retn 0xAAAB ; 
0x00075751: mov eax, 0x81000AA3 ; retn 0xC8AB ; 
0x00073c51: mov eax, 0x81000ABE ; retn 0xE3AB ; 
0x00070149: mov eax, 0x81000AF9 ; ret  ; 
0x00031a49: mov eax, 0x81000EE0 ; ret  ; 
0x0001a749: mov eax, 0x81001053 ; ret  ; 
0x00126149: mov eax, 0x81FFFF99 ; ret  ; 
0x00124f49: mov eax, 0x81FFFFAB ; ret  ; 
0x000c43f1: mov eax, 0x8904418B ; ret  ; 
0x0007b415: mov eax, 0x89C05D8B ; retn 0xFAC1 ; 
0x000f0eab: mov eax, 0x940F2D3C ; ret  ; 
0x0016497c: mov eax, 0xC2FFFCC3 ; retn 0xFFFC ; 
0x0001874d: mov eax, 0xFFFFFFFF ; ret  ; 
0x0002c9ac: mov eax, 0xFFFFFFFF ; ret  ; 
0x0002c9de: mov eax, 0xFFFFFFFF ; ret  ; 
0x0002cb1a: mov eax, 0xFFFFFFFF ; ret  ; 
0x0002cc88: mov eax, 0xFFFFFFFF ; ret  ; 
0x00062b34: mov eax, 0xFFFFFFFF ; ret  ; 
0x00062e52: mov eax, 0xFFFFFFFF ; ret  ; 
0x00064b30: mov eax, 0xFFFFFFFF ; ret  ; 
0x00065544: mov eax, 0xFFFFFFFF ; ret  ; 
0x0006b210: mov eax, 0xFFFFFFFF ; ret  ; 
0x0006bfd9: mov eax, 0xFFFFFFFF ; ret  ; 
0x0006c210: mov eax, 0xFFFFFFFF ; ret  ; 
0x0006c220: mov eax, 0xFFFFFFFF ; ret  ; 
0x0006c240: mov eax, 0xFFFFFFFF ; ret  ; 
0x0006c740: mov eax, 0xFFFFFFFF ; ret  ; 
0x00073c78: mov eax, 0xFFFFFFFF ; ret  ; 
0x000b2c26: mov eax, 0xFFFFFFFF ; ret  ; 
0x000b5556: mov eax, 0xFFFFFFFF ; ret  ; 
0x000d560e: mov eax, 0xFFFFFFFF ; ret  ; 
0x000df12e: mov eax, 0xFFFFFFFF ; ret  ; 
0x000dfede: mov eax, 0xFFFFFFFF ; ret  ; 
0x000e02a6: mov eax, 0xFFFFFFFF ; ret  ; 
0x000e02b7: mov eax, 0xFFFFFFFF ; ret  ; 
0x000e02e6: mov eax, 0xFFFFFFFF ; ret  ; 
0x000e02f7: mov eax, 0xFFFFFFFF ; ret  ; 
0x000e1556: mov eax, 0xFFFFFFFF ; ret  ; 
0x000e1567: mov eax, 0xFFFFFFFF ; ret  ; 
0x000e1596: mov eax, 0xFFFFFFFF ; ret  ; 
0x000e15a7: mov eax, 0xFFFFFFFF ; ret  ; 
0x00101220: mov eax, 0xFFFFFFFF ; ret  ; 
0x00101f98: mov eax, 0xFFFFFFFF ; ret  ; 
0x00119d8e: mov eax, 0xFFFFFFFF ; ret  ; 
0x00119dbe: mov eax, 0xFFFFFFFF ; ret  ; 
0x0011a37e: mov eax, 0xFFFFFFFF ; ret  ; 
0x00001a2d: mov eax, dword [0x3A6D4813] ; ret  ; 
0x00189ed1: mov eax, dword [0x43140E0A] ; ret  ; 
0x00081edc: mov eax, dword [0x5BFFFFFD] ; ret  ; 
0x000cbd3b: mov eax, dword [0x65000000] ; call dword [0x00000010] ; 
0x000576bf: mov eax, dword [0x83000000] ; retn 0x8904 ; 
0x0002cc2a: mov eax, dword [eax+0x00000048] ; ret  ; 
0x0002cc0a: mov eax, dword [eax+0x0000004C] ; ret  ; 
0x0006c26a: mov eax, dword [eax+0x00000CA0] ; ret  ; 
0x000471cd: mov eax, dword [eax+0x00000EE8] ; call dword [eax+ecx*4] ; 
0x00049cf3: mov eax, dword [eax+0x00000EE8] ; call dword [eax+ecx*4] ; 
0x0002108a: mov eax, dword [eax+0x00000FDC] ; ret  ; 
0x00019bda: mov eax, dword [eax+0x000035FC] ; ret  ; 
0x00019bba: mov eax, dword [eax+0x00003604] ; ret  ; 
0x000ac364: mov eax, dword [eax+0x14] ; ret  ; 
0x00115b74: mov eax, dword [eax+0x14] ; ret  ; 
0x000f30b0: mov eax, dword [eax+0x18] ; ret  ; 
0x000ea2e0: mov eax, dword [eax+0x20] ; ret  ; 
0x00064b57: mov eax, dword [eax+0x28] ; ret  ; 
0x0006c294: mov eax, dword [eax+0x34] ; ret  ; 
0x0003d10e: mov eax, dword [eax+0x40] ; ret  ; 
0x0003d21c: mov eax, dword [eax+0x40] ; ret  ; 
0x0011f6c4: mov eax, dword [eax+0x48] ; ret  ; 
0x0011f6f4: mov eax, dword [eax+0x4C] ; ret  ; 
0x0011f714: mov eax, dword [eax+0x50] ; ret  ; 
0x0011f784: mov eax, dword [eax+0x54] ; ret  ; 
0x0002406c: mov eax, dword [eax+0x58] ; ret  ; 
0x0011f774: mov eax, dword [eax+0x58] ; ret  ; 
0x0011f724: mov eax, dword [eax+0x5C] ; ret  ; 
0x000250f3: mov eax, dword [eax+edx*4+0x00000200] ; ret  ; 
0x00025123: mov eax, dword [eax+edx*4+0x00000200] ; ret  ; 
0x00024b3e: mov eax, dword [eax+edx*4+0x40] ; ret  ; 
0x00025052: mov eax, dword [eax+edx*4] ; rep ret  ; 
0x00025092: mov eax, dword [eax+edx*4] ; rep ret  ; 
0x000252db: mov eax, dword [eax+edx*4] ; ret  ; 
0x000252eb: mov eax, dword [eax+edx*4] ; ret  ; 
0x00072424: mov eax, dword [eax-0x17FFFFF9] ; retn 0x0816 ; 
0x000ac644: mov eax, dword [eax] ; ret  ; 
0x0011f6bb: mov eax, dword [eax] ; ret  ; 
0x0011d5f1: mov eax, dword [ebp-0x54] ; call dword [ebx+0x000001E8] ; 
0x0011d21f: mov eax, dword [ebp-0x54] ; call dword [ebx+0x000001F0] ; 
0x0011d2c9: mov eax, dword [ebp-0x54] ; call dword [esi+0x000001F0] ; 
0x0011d318: mov eax, dword [ebp-0x54] ; call dword [esi+0x000001F0] ; 
0x00119fc0: mov eax, dword [ebx+0x00000C04] ; call dword [eax+0x14] ; 
0x0011a755: mov eax, dword [ebx+0x00000C04] ; call dword [eax+0x14] ; 
0x00119f91: mov eax, dword [ebx+0x00000C04] ; call dword [eax] ; 
0x0011a605: mov eax, dword [ebx+0x00000C04] ; call dword [eax] ; 
0x000e8a5e: mov eax, dword [ecx+edx*4-0x00058860] ; rep ret  ; 
0x000186ce: mov eax, dword [ecx-0x000000DC] ; call dword [eax+0x000001E0] ; 
0x001058d7: mov eax, dword [edx+eax] ; ret  ; 
0x00060d27: mov eax, dword [edx] ; ret  ; 
0x001096b2: mov eax, dword [esp+0x000000AC] ; call dword [eax+0x10] ; 
0x0006c2a0: mov eax, dword [esp+0x04] ; ret  ; 
0x000776d1: mov eax, dword [esp+0x04] ; ret  ; 
0x000ad3bd: mov eax, dword [esp+0x0C] ; call eax ; 
0x0011cabc: mov eax, dword [esp+0x10] ; call dword [eax+0x00000200] ; 
0x000e2a9c: mov eax, dword [esp+0x14] ; call dword [0x00000010] ; 
0x0006da8a: mov eax, dword [esp+0x18] ; call dword [eax] ; 
0x0006dab4: mov eax, dword [esp+0x18] ; call dword [eax] ; 
0x0006daf4: mov eax, dword [esp+0x18] ; call dword [eax] ; 
0x0011e420: mov eax, dword [esp+0x18] ; call eax ; 
0x0010f77c: mov eax, dword [esp+0x1C] ; call dword [eax+0x10] ; 
0x0006d3f4: mov eax, dword [esp+0x1C] ; call dword [eax] ; 
0x0002db5c: mov eax, dword [esp+0x1C] ; call eax ; 
0x0002db5d: mov eax, dword [esp+0x1C] ; call eax ; 
0x0002dba8: mov eax, dword [esp+0x1C] ; call eax ; 
0x0002dc78: mov eax, dword [esp+0x1C] ; call eax ; 
0x0002dd23: mov eax, dword [esp+0x1C] ; call eax ; 
0x0002dd89: mov eax, dword [esp+0x1C] ; call eax ; 
0x000a0dec: mov eax, dword [esp+0x1C] ; call eax ; 
0x0011d793: mov eax, dword [esp+0x1C] ; call eax ; 
0x0011d7b7: mov eax, dword [esp+0x1C] ; call eax ; 
0x0011d873: mov eax, dword [esp+0x1C] ; call eax ; 
0x0011d897: mov eax, dword [esp+0x1C] ; call eax ; 
0x0011d8fb: mov eax, dword [esp+0x1C] ; call eax ; 
0x0011d933: mov eax, dword [esp+0x1C] ; call eax ; 
0x000ee931: mov eax, dword [esp+0x24] ; call eax ; 
0x0010a2a7: mov eax, dword [esp+0x2C] ; call dword [eax+0x18] ; 
0x0010f844: mov eax, dword [esp+0x3C] ; call dword [eax+0x14] ; 
0x0001d813: mov eax, dword [esp+0x3C] ; call eax ; 
0x0001d001: mov eax, dword [esp+0x44] ; call eax ; 
0x0010fa5b: mov eax, dword [esp+0x4C] ; call dword [eax+0x10] ; 
0x0011fb09: mov eax, dword [esp] ; ret  ; 
0x000210e0: mov eax, ebp ; call dword [0x00000010] ; 
0x001048e7: mov eax, ecx ; call dword [0x00000010] ; 
0x0002cc81: mov eax, ecx ; ret  ; 
0x00140e83: mov eax, ecx ; ret  ; 
0x00140f6e: mov eax, ecx ; ret  ; 
0x00140faa: mov eax, ecx ; ret  ; 
0x00140fe3: mov eax, ecx ; ret  ; 
0x00141157: mov eax, ecx ; ret  ; 
0x0014119a: mov eax, ecx ; ret  ; 
0x001411d6: mov eax, ecx ; ret  ; 
0x0014121c: mov eax, ecx ; ret  ; 
0x001425c0: mov eax, ecx ; ret  ; 
0x00142620: mov eax, ecx ; ret  ; 
0x0002efa2: mov eax, ecx ; retn 0x0004 ; 
0x0002efc2: mov eax, ecx ; retn 0x0004 ; 
0x0002b0df: mov eax, edi ; call dword [0x00000010] ; 
0x00067280: mov eax, edi ; call dword [0x00000010] ; 
0x000e975f: mov eax, edi ; call dword [0x00000010] ; 
0x0011b5eb: mov eax, edi ; call dword [0x00000010] ; 
0x000186b0: mov eax, edx ; call dword [0x00000010] ; 
0x0007d7a7: mov eax, edx ; ret  ; 
0x0007d7c9: mov eax, edx ; ret  ; 
0x0007d7e6: mov eax, edx ; ret  ; 
0x0007d808: mov eax, edx ; ret  ; 
0x0007fc54: mov eax, edx ; ret  ; 
0x0007fc66: mov eax, edx ; ret  ; 
0x0007fc7c: mov eax, edx ; ret  ; 
0x0007fc84: mov eax, edx ; ret  ; 
0x0007fc9a: mov eax, edx ; ret  ; 
0x0007fcac: mov eax, edx ; ret  ; 
0x0007fcba: mov eax, edx ; ret  ; 
0x0007fcc8: mov eax, edx ; ret  ; 
0x0007fcde: mov eax, edx ; ret  ; 
0x0007fd00: mov eax, edx ; ret  ; 
0x0007fd1e: mov eax, edx ; ret  ; 
0x0007fd3e: mov eax, edx ; ret  ; 
0x0007fd62: mov eax, edx ; ret  ; 
0x0007fd82: mov eax, edx ; ret  ; 
0x0007fda2: mov eax, edx ; ret  ; 
0x0007fdb8: mov eax, edx ; ret  ; 
0x00087284: mov eax, edx ; ret  ; 
0x00087296: mov eax, edx ; ret  ; 
0x000872ac: mov eax, edx ; ret  ; 
0x000872b4: mov eax, edx ; ret  ; 
0x000872ca: mov eax, edx ; ret  ; 
0x000872dc: mov eax, edx ; ret  ; 
0x000872ea: mov eax, edx ; ret  ; 
0x000872fa: mov eax, edx ; ret  ; 
0x00087310: mov eax, edx ; ret  ; 
0x00087332: mov eax, edx ; ret  ; 
0x00087350: mov eax, edx ; ret  ; 
0x00087370: mov eax, edx ; ret  ; 
0x00087392: mov eax, edx ; ret  ; 
0x000873b2: mov eax, edx ; ret  ; 
0x000873d2: mov eax, edx ; ret  ; 
0x000873f2: mov eax, edx ; ret  ; 
0x000888c4: mov eax, edx ; ret  ; 
0x001416b0: mov eax, edx ; ret  ; 
0x00142f24: mov eax, edx ; ret  ; 
0x00142f38: mov eax, edx ; ret  ; 
0x00142f4e: mov eax, edx ; ret  ; 
0x00142f68: mov eax, edx ; ret  ; 
0x000e551f: mov eax, esi ; call dword [0x00000010] ; 
0x000e55eb: mov eax, esi ; call dword [0x00000010] ; 
0x000e8fb4: mov eax, esi ; call dword [0x00000010] ; 
0x0011a0e5: mov eax, esi ; call dword [0x00000010] ; 
0x001669a1: mov eax, esi ; call dword [eax-0x1BFFFE94] ; 
0x000ad547: mov eax, esi ; call eax ; 
0x0010332a: mov eax, esi ; ret  ; 
0x000e9687: mov ebp, 0x01000000 ; retn 0x8689 ; 
0x0003d3de: mov ebp, 0x24040390 ; ret  ; 
0x000ff9e6: mov ebp, 0x39000000 ; retn 0x870F ; 
0x0013e28f: mov ebp, 0x5B000000 ; ret  ; 
0x0008f5a6: mov ebp, 0x5FF801C0 ; ret  ; 
0x0008f628: mov ebp, 0x5FF801C0 ; ret  ; 
0x0008fda5: mov ebp, 0x5FF801FF ; ret  ; 
0x001413f5: mov ebp, 0x5FF801FF ; ret  ; 
0x00119d48: mov ebp, 0x65000000 ; call dword [0x00000010] ; 
0x00111d44: mov ebp, 0x810000DD ; ret  ; 
0x000f0744: mov ebp, 0x810002F3 ; ret  ; 
0x00065244: mov ebp, 0x81000BA8 ; ret  ; 
0x00132444: mov ebp, 0x81FFFED6 ; ret  ; 
0x00131944: mov ebp, 0x81FFFEE1 ; ret  ; 
0x0012b844: mov ebp, 0x81FFFF42 ; ret  ; 
0x0012a044: mov ebp, 0x81FFFF5A ; ret  ; 
0x00128044: mov ebp, 0x81FFFF7A ; ret  ; 
0x00046a1e: mov ebp, 0x83FFFFEF ; ret  ; 
0x00150dfd: mov ebp, 0xC1C0BFBE ; retn 0xC4C3 ; 
0x00152e06: mov ebp, 0xFB67D10D ; ret  ; 
0x00001b19: mov ebp, dword [esi+ebx*8+0x6D] ; retn 0x1BB7 ; 
0x0011fb19: mov ebp, dword [esp] ; ret  ; 
0x00157f19: mov ebp, edi ; call dword [0x9DFFEF8B] ; 
0x00158099: mov ebp, edi ; call dword [ebx+0x74] ; 
0x00157fe5: mov ebp, edi ; call dword [edi] ; 
0x00157f11: mov ebp, edi ; call ecx ; 
0x00157ebd: mov ebp, edi ; jmp dword [ebp-0x75] ; 
0x00157f04: mov ebp, edi ; jmp ebx ; 
0x00157f05: mov ebp, edi ; jmp ebx ; 
0x00158055: mov ebp, edi ; jmp esp ; 
0x00175e01: mov ebp, esi ; call dword [esi+0x01] ; 
0x0017e00d: mov ebx, 0x41140E0A ; ret  ; 
0x0017e925: mov ebx, 0x41140E0A ; ret  ; 
0x000dd583: mov ebx, 0x65000000 ; call dword [0x00000010] ; 
0x00092759: mov ebx, 0x83000001 ; jmp dword [edi+ecx] ; 
0x00092c29: mov ebx, 0x83000001 ; jmp dword [edi+ecx] ; 
0x0000377d: mov ebx, 0x952A6C41 ; ret  ; 
0x001020b7: mov ebx, dword [ebp-0x0000008C] ; call dword [0x00000010] ; 
0x000d8557: mov ebx, dword [ebp-0x000000B4] ; call dword [0x00000010] ; 
0x000d97b7: mov ebx, dword [ebp-0x000000C4] ; call dword [0x00000010] ; 
0x000cf745: mov ebx, dword [ebp-0x000000D4] ; call dword [0x00000010] ; 
0x0002361f: mov ebx, dword [ebp-0x000001D8] ; call dword [0x00000010] ; 
0x0002386e: mov ebx, dword [ebp-0x000001D8] ; call dword [0x00000010] ; 
0x00023ae7: mov ebx, dword [ebp-0x000001D8] ; call dword [0x00000010] ; 
0x000e901e: mov ebx, dword [ebp-0x000003C8] ; call dword [0x00000010] ; 
0x000e9390: mov ebx, dword [ebp-0x000003C8] ; call dword [0x00000010] ; 
0x000e946b: mov ebx, dword [ebp-0x000003C8] ; call dword [0x00000010] ; 
0x000e5597: mov ebx, dword [ebp-0x3C] ; call dword [0x00000010] ; 
0x000e5496: mov ebx, dword [ebp-0x40] ; call dword [0x00000010] ; 
0x0011d521: mov ebx, dword [ebp-0x4C] ; call dword [ebx+0x000001E4] ; 
0x00068b06: mov ebx, dword [esi+0x38] ; call dword [0x00000010] ; 
0x0002c0f0: mov ebx, dword [esp+0x00000090] ; call dword [0x00000010] ; 
0x0002a90f: mov ebx, dword [esp+0x000000A0] ; call dword [0x00000010] ; 
0x0011a9cf: mov ebx, dword [esp+0x00000170] ; call dword [0x00000010] ; 
0x0001838a: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x0002c18b: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000a14a6: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000a15aa: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000b0006: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000cbdee: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000d4de3: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000d53df: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000d540f: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000d6504: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000e12da: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000e14de: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000e150e: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000e735a: mov ebx, dword [esp+0x08] ; call dword [0x00000010] ; 
0x000d518a: mov ebx, dword [esp+0x0C] ; call dword [0x00000010] ; 
0x000d51ba: mov ebx, dword [esp+0x0C] ; call dword [0x00000010] ; 
0x000d51ea: mov ebx, dword [esp+0x0C] ; call dword [0x00000010] ; 
0x0002a8b4: mov ebx, dword [esp+0x10] ; call dword [0x00000010] ; 
0x000d5f31: mov ebx, dword [esp+0x10] ; call dword [0x00000010] ; 
0x000def1d: mov ebx, dword [esp+0x10] ; call dword [0x00000010] ; 
0x000d6a26: mov ebx, dword [esp+0x14] ; call dword [0x00000010] ; 
0x000adb21: mov ebx, dword [esp+0x30] ; call dword [0x00000010] ; 
0x000b12fd: mov ebx, dword [esp+0x30] ; call dword [0x00000010] ; 
0x000b137d: mov ebx, dword [esp+0x30] ; call dword [0x00000010] ; 
0x000b15a5: mov ebx, dword [esp+0x30] ; call dword [0x00000010] ; 
0x000b1635: mov ebx, dword [esp+0x30] ; call dword [0x00000010] ; 
0x000d61ae: mov ebx, dword [esp+0x30] ; call dword [0x00000010] ; 
0x000d6224: mov ebx, dword [esp+0x30] ; call dword [0x00000010] ; 
0x000df531: mov ebx, dword [esp+0x30] ; call dword [0x00000010] ; 
0x000df5c1: mov ebx, dword [esp+0x30] ; call dword [0x00000010] ; 
0x000de6e7: mov ebx, dword [esp+0x40] ; call dword [0x00000010] ; 
0x000e744b: mov ebx, dword [esp+0x40] ; call dword [0x00000010] ; 
0x000d5044: mov ebx, dword [esp+0x74] ; call dword [0x00000010] ; 
0x000d50b4: mov ebx, dword [esp+0x74] ; call dword [0x00000010] ; 
0x000d5124: mov ebx, dword [esp+0x74] ; call dword [0x00000010] ; 
0x000767c0: mov ebx, dword [esp] ; ret  ; 
0x0011fb05: mov ebx, dword [esp] ; ret  ; 
0x0002e936: mov ebx, eax ; call dword [ebx] ; 
0x0005fabf: mov ebx, ebp ; call dword [0x00000010] ; 
0x000178c9: mov ebx, edi ; call dword [0x00000010] ; 
0x00027426: mov ebx, edi ; call dword [0x00000010] ; 
0x000274c2: mov ebx, edi ; call dword [0x00000010] ; 
0x001190ec: mov ebx, edi ; call dword [0x00000010] ; 
0x000d49fd: mov ebx, edx ; call dword [0x00000010] ; 
0x000d4a30: mov ebx, edx ; call dword [0x00000010] ; 
0x00117d32: mov ebx, edx ; call dword [0x00000010] ; 
0x0011893b: mov ebx, edx ; call dword [0x00000010] ; 
0x000d5582: mov ebx, edx ; ret  ; 
0x000e7192: mov ebx, edx ; ret  ; 
0x000e71b2: mov ebx, edx ; ret  ; 
0x000e7532: mov ebx, edx ; ret  ; 
0x00017995: mov ebx, esi ; call dword [0x00000010] ; 
0x0002114f: mov ebx, esi ; call dword [0x00000010] ; 
0x0002127b: mov ebx, esi ; call dword [0x00000010] ; 
0x00022ee3: mov ebx, esi ; call dword [0x00000010] ; 
0x00022f6c: mov ebx, esi ; call dword [0x00000010] ; 
0x00022f85: mov ebx, esi ; call dword [0x00000010] ; 
0x0002a994: mov ebx, esi ; call dword [0x00000010] ; 
0x000abfa8: mov ebx, esi ; call dword [0x00000010] ; 
0x000d8135: mov ebx, esi ; call dword [0x00000010] ; 
0x000d9385: mov ebx, esi ; call dword [0x00000010] ; 
0x000e94d1: mov ebx, esi ; call dword [0x00000010] ; 
0x000ffb0a: mov ebx, esi ; call dword [0x00000010] ; 
0x00102b85: mov ebx, esi ; call dword [0x00000010] ; 
0x00116338: mov ebx, esi ; call dword [0x00000010] ; 
0x0011aad2: mov ebx, esi ; call dword [0x00000010] ; 
0x0011ab56: mov ebx, esi ; call dword [0x00000010] ; 
0x0011b7ed: mov ebx, esi ; call dword [0x00000010] ; 
0x0011bc2d: mov ebx, esi ; call dword [0x00000010] ; 
0x000f3c27: mov ecx, 0x00000080 ; call dword [0x00000010] ; 
0x000f3f7a: mov ecx, 0x00000080 ; call dword [0x00000010] ; 
0x000b062e: mov ecx, 0x00000081 ; call dword [0x00000010] ; 
0x000e76bb: mov ecx, 0x65000000 ; call dword [0x00000010] ; 
0x000e3948: mov ecx, 0x810003C1 ; ret  ; 
0x000e3348: mov ecx, 0x810003C7 ; ret  ; 
0x00075b48: mov ecx, 0x81000A9F ; ret  ; 
0x0003b548: mov ecx, 0x81000E45 ; ret  ; 
0x0005326c: mov ecx, 0x83000000 ; ret  ; 
0x000de873: mov ecx, 0x89FFF39E ; ret  ; 
0x000a2add: mov ecx, dword [eax+0x0100001B] ; retn 0x9389 ; 
0x000e91fb: mov ecx, dword [ebp-0x000003CC] ; call dword [0x00000010] ; 
0x000e9334: mov ecx, dword [ebp-0x000003CC] ; call dword [0x00000010] ; 
0x000e9373: mov ecx, dword [ebp-0x000003CC] ; call dword [0x00000010] ; 
0x00044495: mov ecx, dword [ebp-0x05298F7D] ; call dword [eax+0x68] ; 
0x0001a38b: mov ecx, dword [ebp-0x38] ; call ecx ; 
0x001764a0: mov ecx, dword [edx] ; ret  ; 
0x001766d1: mov ecx, dword [edx] ; ret  ; 
0x0018fe51: mov ecx, dword [edx] ; ret  ; 
0x0011b934: mov ecx, dword [esp+0x000002E0] ; call dword [0x00000010] ; 
0x000e2ce5: mov ecx, dword [esp+0x0C] ; call dword [0x00000010] ; 
0x000ab2df: mov ecx, dword [esp+0x10] ; call dword [0x00000010] ; 
0x000f42e5: mov ecx, dword [esp+0x14] ; call dword [0x00000010] ; 
0x000deade: mov ecx, dword [esp+0x20] ; call dword [0x00000010] ; 
0x000e1354: mov ecx, dword [esp+0x20] ; call dword [0x00000010] ; 
0x000e8daf: mov ecx, dword [esp+0x20] ; call dword [0x00000010] ; 
0x001244b9: mov ecx, dword [esp+0x20] ; call dword [0x00000010] ; 
0x000d58e2: mov ecx, dword [esp+0x24] ; call dword [0x00000010] ; 
0x000d5a05: mov ecx, dword [esp+0x24] ; call dword [0x00000010] ; 
0x000d5079: mov ecx, dword [esp+0x78] ; call dword [0x00000010] ; 
0x000d50e9: mov ecx, dword [esp+0x78] ; call dword [0x00000010] ; 
0x000d5159: mov ecx, dword [esp+0x78] ; call dword [0x00000010] ; 
0x0011fb1d: mov ecx, dword [esp] ; ret  ; 
0x0001794a: mov ecx, ebp ; call dword [0x00000010] ; 
0x0001794b: mov ecx, ebp ; call dword [0x00000010] ; 
0x0001796f: mov ecx, ebp ; call dword [0x00000010] ; 
0x0001884d: mov ecx, edi ; call dword [0x00000010] ; 
0x0002ce05: mov ecx, edi ; call dword [0x00000010] ; 
0x0002cea3: mov ecx, edi ; call dword [0x00000010] ; 
0x0002c274: mov ecx, edx ; call dword [0x00000010] ; 
0x000f425e: mov ecx, edx ; call dword [0x00000010] ; 
0x000ac3f2: mov ecx, esi ; call dword [0x00000010] ; 
0x000ac4e5: mov ecx, esi ; call dword [0x00000010] ; 
0x0011af40: mov ecx, esi ; call dword [0x00000010] ; 
0x00167029: mov ecx, esi ; call dword [edi-0x76BBFFFF] ; 
0x00167049: mov ecx, esi ; jmp dword [eax+ebp*4] ; 
0x00194628: mov edi, 0x41100E0A ; ret  ; 
0x0017cba5: mov edi, 0x43140E0A ; ret  ; 
0x00187837: mov edi, 0x43140E0A ; ret  ; 
0x00075ae9: mov edi, 0x5B08C483 ; ret  ; 
0x000dea6b: mov edi, 0x65000000 ; call dword [0x00000010] ; 
